#
# Results on Mon, 23 Mar 2026 18:46:14 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. list_source.
# 14. assigned_list.
# 15. requested_list.
# 16. exp_start_timestamp.
# 17. source.
# 18. SONA_ID_URL.
# 19. Comments.
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,158,0,intro,NULL,PennController,155,_Trial_,Start,1774289279267,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,158,0,intro,NULL,PennController,155,_Header_,Start,1774289279267,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,158,0,intro,NULL,PennController,155,_Header_,End,1774289279267,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,158,0,intro,NULL,PennController,155,_Trial_,End,1774289299695,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,159,0,consent,NULL,PennController,156,_Trial_,Start,1774289299698,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,159,0,consent,NULL,PennController,156,_Header_,Start,1774289299698,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,159,0,consent,NULL,PennController,156,_Header_,End,1774289299699,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,159,0,consent,NULL,PennController,156,_Trial_,End,1774289473738,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,160,0,demo,NULL,PennController,157,_Trial_,Start,1774289473740,random,b,none,1774289278749,source,22820,NULL
1774291574,e6a1b45c1c882a1f9506c342a3e40236,PennController,160,0,demo,NULL,PennController,157,_Header_,Start,1774289473740,random,b,none,1774289278749,source,22820,NULL
